State	Code	Volumes	SD	Avg
PA	29301	4.00	2574.19	34530.00
PA	29301	4.00	2574.19	34530.00
PA	29301	4.00	2574.19	34530.00
PA	29301	4.00	2574.19	34530.00
PA	29301	3.00	721.69	26119.00
TX	29301	4.00	1265.74	19483.00
TX	29301	4.00	1265.74	19483.00
TX	29301	4.00	1265.74	19483.00
TX	29301	3.00	1097.84	18620.00
TX	29301	6.00	2789.70	22871.00
TX	29301	6.00	2789.70	22871.00
TX	29301	6.00	2789.70	22871.00
TX	29301	6.00	2789.70	22871.00
TX	29301	6.00	2789.70	22871.00
TX	29301	4.00	3263.89	28422.00
TX	29301	4.00	3263.89	28422.00
TX	29301	4.00	3263.89	28422.00
TX	29301	5.00	1932.65	19133.00
TX	29301	7.00	2987.28	28906.00
TX	29301	7.00	2987.28	28906.00
TX	29301	7.00	2987.28	28906.00
TX	29301	4.00	3263.89	28422.00
TX	29301	4.00	3263.89	28422.00
TX	29301	6.00	2789.70	22871.00
TX	29301	29.00	5432.44	16078.00
TX	29301	4.00	2520.93	26990.00
TX	29301	4.00	2520.93	26990.00
TX	29301	4.00	2520.93	26990.00
TX	29301	3.00	2085.91	26696.00
TX	29301	3.00	2085.91	26696.00
TX	29301	3.00	2085.91	26696.00
TX	29301	3.00	2827.35	20371.00
TX	29301	3.00	2827.35	20371.00
TX	29301	3.00	2827.35	20371.00
TX	29301	3.00	2827.35	20371.00
TX	29301	4.00	1265.74	19483.00
TX	29301	5.00	1932.65	19133.00
TX	29301	4.00	1265.74	19483.00
TX	29301	4.00	1265.74	19483.00
TX	29301	4.00	1265.74	19483.00
TX	29301	4.00	1265.74	19483.00
TX	29301	10.00	3955.78	14774.00
TX	29301	10.00	3955.78	14774.00
TX	29301	10.00	3955.78	14774.00
TX	29301	4.00	1265.74	19483.00
TX	29301	4.00	1265.74	19483.00
TX	29301	4.00	1265.74	19483.00
TX	29301	6.00	1979.64	30138.00
TX	29301	6.00	1979.64	30138.00
TX	29301	6.00	5075.05	31396.00
TX	29301	4.00	2259.55	22424.00
TX	29301	29.00	5432.44	16078.00
TX	29301	3.00	985.77	25428.00
TX	29301	5.00	1932.65	19133.00
IL	29501	5.00	3711.24	24878.00
IL	29501	3.00	24955.94	33087.00
IL	29501	4.00	2115.73	16114.00
IL	29501	3.00	1355.27	21320.00
IL	29501	5.00	4445.24	18724.00
IL	29501	5.00	1578.87	18789.00
IL	29501	5.00	1578.87	18789.00
IL	29501	6.00	8694.52	27520.00
IL	29501	7.00	1976.14	19058.00
IL	29501	5.00	9629.21	28426.00
IL	29501	5.00	9629.21	28426.00
IL	29501	7.00	8268.75	30418.00
IL	29501	7.00	5371.80	29912.00
IL	29501	6.00	1760.43	15189.00
IL	29501	6.00	1760.43	15189.00
IL	29501	3.00	5972.37	23485.00
IL	29501	4.00	3756.18	26577.00
IL	29501	12.00	7898.57	30301.00
PA	29501	3.00	904.13	26575.00
PA	29501	3.00	904.13	26575.00
PA	29501	3.00	904.13	26575.00
PA	29501	3.00	904.13	26575.00
PA	29501	3.00	904.13	26575.00
PA	29501	3.00	904.13	26575.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	3.00	1293.41	28164.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	4.00	458.29	21130.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
PA	29501	3.00	34209.23	46772.00
TX	29501	7.00	524.65	11891.00
TX	29501	5.00	1999.51	13741.00
TX	29501	5.00	1999.51	13741.00
TX	29501	16.00	979.90	17646.00
TX	29501	16.00	979.90	17646.00
TX	29501	16.00	979.90	17646.00
TX	29501	6.00	943.85	16771.00
TX	29501	7.00	1156.64	19709.00
TX	29501	7.00	1156.64	19709.00
TX	29501	4.00	10345.25	30749.00
TX	29501	4.00	601.12	19125.00
TX	29501	10.00	1051.66	22537.00
TX	29501	12.00	7562.62	27901.00
TX	29501	7.00	1156.64	19709.00
TX	29501	7.00	1156.64	19709.00
TX	29501	7.00	1156.64	19709.00
TX	29501	7.00	3469.63	22452.00
TX	29501	7.00	3469.63	22452.00
TX	29501	7.00	3469.63	22452.00
TX	29501	12.00	2576.67	23838.00
TX	29501	4.00	3249.25	28437.00
TX	29501	4.00	3249.25	28437.00
TX	29501	4.00	3249.25	28437.00
TX	29501	4.00	3249.25	28437.00
TX	29501	4.00	3249.25	28437.00
TX	29501	6.00	1504.68	17690.00
TX	29501	6.00	1504.68	17690.00
TX	29501	4.00	287.82	17973.00
TX	29501	3.00	1756.86	18484.00
TX	29501	3.00	1841.54	14593.00
TX	29501	17.00	1594.71	11773.00
TX	29501	17.00	1871.81	23620.00
TX	29501	17.00	1871.81	23620.00
TX	29501	17.00	1871.81	23620.00
TX	29501	3.00	2174.12	21290.00
TX	29501	3.00	2174.12	21290.00
TX	29501	3.00	2174.12	21290.00
TX	29501	4.00	3249.25	28437.00
TX	29501	7.00	3469.63	22452.00
TX	29501	7.00	3469.63	22452.00
TX	29501	7.00	1156.64	19709.00
TX	29501	4.00	942.63	12106.00
TX	29501	16.00	9396.00	34493.00
TX	29501	3.00	5374.95	22299.00
TX	29501	4.00	906.40	21873.00
TX	29501	4.00	906.40	21873.00
TX	29501	4.00	906.40	21873.00
TX	29501	12.00	2576.67	23838.00
TX	29501	15.00	1454.78	22481.00
TX	29501	12.00	2576.67	23838.00
TX	29501	12.00	1143.16	21993.00
TX	29501	15.00	1454.78	22481.00
TX	29501	15.00	1454.78	22481.00
TX	29501	5.00	1999.51	13741.00
TX	29501	5.00	1999.51	13741.00
TX	29501	15.00	1454.78	22481.00
TX	29501	15.00	1454.78	22481.00
TX	29501	6.00	1537.78	27950.00
TX	29501	5.00	11767.63	23405.00
TX	29501	5.00	11767.63	23405.00
TX	29501	15.00	1454.78	22481.00
TX	29501	7.00	524.65	11891.00
TX	29501	7.00	524.65	11891.00
TX	29501	7.00	524.65	11891.00
TX	29501	7.00	524.65	11891.00
TX	29501	16.00	979.90	17646.00
TX	29501	16.00	979.90	17646.00
TX	29501	16.00	979.90	17646.00
TX	29501	5.00	1723.24	18789.00
TX	29501	16.00	979.90	17646.00
TX	29501	16.00	979.90	17646.00
TX	29501	3.00	163.90	20954.00
TX	29501	4.00	1151.47	10717.00
TX	29501	4.00	1151.47	10717.00
TX	29501	3.00	6272.86	17354.00
TX	29501	5.00	908.55	22637.00
TX	29501	5.00	908.55	22637.00
TX	29501	5.00	908.55	22637.00
TX	29501	4.00	601.12	19125.00
TX	29501	3.00	6215.66	16161.00
TX	29501	3.00	6215.66	16161.00
TX	29501	3.00	6215.66	16161.00
TX	29501	3.00	5374.95	22299.00
TX	29501	3.00	5374.95	22299.00
TX	29501	3.00	5374.95	22299.00
TX	29501	3.00	5374.95	22299.00
TX	29501	16.00	979.90	17646.00
TX	29501	3.00	1841.54	14593.00
TX	29501	3.00	1841.54	14593.00
TX	29501	3.00	1841.54	14593.00
TX	29501	16.00	979.90	17646.00
TX	29501	16.00	979.90	17646.00
TX	29501	3.00	171.67	17000.00
TX	29501	5.00	16059.62	39107.00
TX	29501	5.00	16059.62	39107.00
TX	29501	5.00	2036.00	24441.00
TX	29501	5.00	258.23	27324.00
TX	29501	5.00	258.23	27324.00
TX	29501	5.00	258.23	27324.00
TX	29501	16.00	9396.00	34493.00
TX	29501	4.00	689.25	22788.00
TX	29501	5.00	396.83	19715.00
TX	29501	3.00	843.95	15891.00
TX	29501	3.00	843.95	15891.00
TX	29501	5.00	396.83	19715.00
TX	29501	5.00	396.83	19715.00
TX	29501	5.00	396.83	19715.00
TX	29501	5.00	396.83	19715.00
IL	29601	3.00	2576.92	38714.00
IL	29601	3.00	3984.96	35150.00
IL	29601	5.00	7152.60	33080.00
IL	29601	7.00	10057.77	36142.00
IL	29601	7.00	10057.77	36142.00
IL	29601	3.00	1239.22	20266.00
IL	29601	3.00	1239.22	20266.00
IL	29601	5.00	4033.67	29017.00
IL	29601	10.00	3556.14	31213.00
PA	29601	5.00	2290.79	26637.00
PA	29601	5.00	2290.79	26637.00
PA	29601	5.00	2290.79	26637.00
PA	29601	3.00	334.73	24247.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
PA	29601	3.00	459.30	27906.00
TX	29601	3.00	2296.79	16931.00
TX	29601	9.00	461.49	15591.00
TX	29601	9.00	461.49	15591.00
TX	29601	9.00	461.49	15591.00
TX	29601	3.00	77.57	16315.00
TX	29601	6.00	932.12	18072.00
TX	29601	5.00	707.30	19122.00
TX	29601	6.00	932.12	18072.00
TX	29601	4.00	1839.64	19845.00
TX	29601	4.00	1550.83	18578.00
TX	29601	6.00	932.12	18072.00
TX	29601	6.00	932.12	18072.00
TX	29601	6.00	932.12	18072.00
TX	29601	14.00	1163.95	22535.00
TX	29601	14.00	1163.95	22535.00
TX	29601	14.00	1163.95	22535.00
TX	29601	3.00	2333.68	18391.00
TX	29601	3.00	2333.68	18391.00
TX	29601	3.00	2333.68	18391.00
TX	29601	3.00	1900.03	24144.00
TX	29601	6.00	932.12	18072.00
TX	29601	3.00	11608.07	20924.00
TX	29601	3.00	11608.07	20924.00
TX	29601	35.00	3757.45	16088.00
TX	29601	9.00	1040.72	20384.00
TX	29601	5.00	2646.02	20936.00
TX	29601	3.00	117.11	18958.00
TX	29601	9.00	1040.72	20384.00
TX	29601	9.00	1040.72	20384.00
TX	29601	9.00	1040.72	20384.00
TX	29601	9.00	1040.72	20384.00
TX	29601	9.00	593.85	16207.00
TX	29601	9.00	593.85	16207.00
TX	29601	9.00	1040.72	20384.00
TX	29601	3.00	2296.79	16931.00
TX	29601	3.00	2296.79	16931.00
TX	29601	3.00	2296.79	16931.00
TX	29601	3.00	2296.79	16931.00
TX	29601	9.00	461.49	15591.00
TX	29601	9.00	461.49	15591.00
TX	29601	9.00	461.49	15591.00
TX	29601	9.00	461.49	15591.00
TX	29601	9.00	461.49	15591.00
TX	29601	3.00	764.48	11821.00
TX	29601	3.00	764.48	11821.00
TX	29601	3.00	1900.03	24144.00
TX	29601	3.00	1900.03	24144.00
TX	29601	3.00	1900.03	24144.00
TX	29601	3.00	1900.03	24144.00
TX	29601	3.00	1900.03	24144.00
TX	29601	4.00	1839.64	19845.00
TX	29601	9.00	461.49	15591.00
TX	29601	4.00	1272.98	19267.00
TX	29601	4.00	1272.98	19267.00
TX	29601	9.00	461.49	15591.00
TX	29601	9.00	461.49	15591.00
TX	29601	3.00	1488.78	23349.00
TX	29601	3.00	102.13	23816.00
TX	29601	3.00	1422.90	24237.00
TX	29601	3.00	1422.90	24237.00
TX	29601	3.00	1422.90	24237.00
TX	29601	35.00	3757.45	16088.00
TX	29601	8.00	581.87	23299.00
TX	29601	35.00	1171.76	22192.00
TX	29601	4.00	1335.45	12741.00
IL	29602	3.00	2946.71	23732.00
IL	29602	3.00	4580.41	18361.00
IL	29602	11.00	4108.77	22498.00
IL	29602	3.00	2288.67	22729.00
IL	29602	3.00	2288.67	22729.00
IL	29602	4.00	1767.50	18913.00
IL	29602	3.00	7758.94	31171.00
IL	29602	3.00	7758.94	31171.00
IL	29602	5.00	3356.46	24620.00
IL	29602	7.00	12767.30	34653.00
PA	29602	3.00	449.22	23314.00
PA	29602	3.00	449.22	23314.00
PA	29602	3.00	449.22	23314.00
TX	29602	3.00	795.07	14085.00
TX	29602	3.00	795.07	14085.00
TX	29602	3.00	795.07	14085.00
TX	29602	4.00	929.26	14241.00
TX	29602	6.00	578.50	16845.00
TX	29602	6.00	578.50	16845.00
TX	29602	3.00	3603.93	20171.00
TX	29602	6.00	578.50	16845.00
TX	29602	6.00	578.50	16845.00
TX	29602	6.00	578.50	16845.00
TX	29602	12.00	878.77	18067.00
TX	29602	12.00	878.77	18067.00
TX	29602	12.00	878.77	18067.00
TX	29602	5.00	10420.31	29830.00
TX	29602	5.00	10420.31	29830.00
TX	29602	3.00	11064.39	32747.00
TX	29602	5.00	1249.85	20847.00
TX	29602	6.00	3890.76	25146.00
TX	29602	6.00	3890.76	25146.00
TX	29602	6.00	3890.76	25146.00
TX	29602	5.00	1245.37	16458.00
TX	29602	7.00	4046.97	22321.00
TX	29602	7.00	4046.97	22321.00
TX	29602	7.00	4046.97	22321.00
TX	29602	12.00	878.77	18067.00
TX	29602	12.00	878.77	18067.00
TX	29602	6.00	578.50	16845.00
TX	29602	21.00	3969.91	15327.00
TX	29602	9.00	1831.54	19278.00
TX	29602	9.00	1831.54	19278.00
TX	29602	9.00	1831.54	19278.00
TX	29602	5.00	1249.85	20847.00
TX	29602	3.00	1645.28	19405.00
TX	29602	5.00	1249.85	20847.00
TX	29602	3.00	625.91	19137.00
TX	29602	3.00	1645.28	19405.00
TX	29602	3.00	1645.28	19405.00
TX	29602	3.00	1645.28	19405.00
TX	29602	3.00	1645.28	19405.00
TX	29602	3.00	3042.70	17358.00
TX	29602	3.00	3042.70	17358.00
TX	29602	3.00	1645.28	19405.00
TX	29602	3.00	795.07	14085.00
TX	29602	3.00	795.07	14085.00
TX	29602	3.00	795.07	14085.00
TX	29602	3.00	795.07	14085.00
TX	29602	3.00	795.07	14085.00
TX	29602	3.00	3603.93	20171.00
TX	29602	3.00	795.07	14085.00
TX	29602	5.00	589.94	17756.00
TX	29602	3.00	687.15	17693.00
TX	29602	5.00	589.94	17756.00
TX	29602	3.00	795.07	14085.00
TX	29602	3.00	795.07	14085.00
TX	29602	11.00	3020.99	18825.00
TX	29602	21.00	3969.91	15327.00
TX	29602	3.00	144.99	17301.00
TX	29602	15.00	1845.02	20480.00
TX	29602	3.00	2782.77	10730.00
TX	29602	3.00	508.78	13854.00
TX	29602	3.00	508.78	13854.00
IL	32101	4.00	5975.00	36408.00
IL	32101	4.00	13648.03	47190.00
IL	32101	4.00	14501.93	39091.00
IL	32101	4.00	2935.68	35967.00
IL	32101	3.00	3451.39	53267.00
IL	32101	5.00	16301.68	71204.00
IL	32101	14.00	13448.31	37461.00
IL	32101	12.00	13134.29	39218.00
IL	32101	5.00	14862.97	79230.00
IL	32101	5.00	14862.97	79230.00
IL	32101	17.00	14702.96	43697.00
IL	32101	15.00	18972.24	55132.00
IL	32101	15.00	18972.24	55132.00
IL	32101	9.00	18831.73	75347.00
IL	32101	3.00	2234.76	38810.00
IL	32101	29.00	12420.26	52514.00
IL	32101	3.00	13233.47	38953.00
IL	32101	6.00	10724.48	33015.00
IL	32101	6.00	10724.48	33015.00
IL	32101	16.00	11249.76	54316.00
PA	32101	4.00	1194.12	38747.00
PA	32101	4.00	1194.12	38747.00
PA	32101	4.00	1194.12	38747.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
PA	32101	6.00	1301.33	43831.00
TX	32101	4.00	8445.55	30016.00
TX	32101	4.00	8445.55	30016.00
TX	32101	4.00	8445.55	30016.00
TX	32101	10.00	8514.75	36742.00
TX	32101	10.00	8514.75	36742.00
TX	32101	7.00	3762.83	39069.00
TX	32101	10.00	8514.75	36742.00
TX	32101	10.00	8514.75	36742.00
TX	32101	10.00	8514.75	36742.00
TX	32101	15.00	9744.73	37576.00
TX	32101	15.00	9744.73	37576.00
TX	32101	15.00	9744.73	37576.00
TX	32101	7.00	18458.60	68707.00
TX	32101	7.00	18458.60	68707.00
TX	32101	71.00	5283.10	62917.00
TX	32101	3.00	9094.48	36653.00
TX	32101	3.00	9094.48	36653.00
TX	32101	3.00	9094.48	36653.00
TX	32101	3.00	9094.48	36653.00
TX	32101	10.00	61050.30	165665.00
TX	32101	10.00	61050.30	165665.00
TX	32101	10.00	61050.30	165665.00
TX	32101	3.00	893.83	29410.00
TX	32101	10.00	10744.39	41556.00
TX	32101	10.00	10744.39	41556.00
TX	32101	10.00	10744.39	41556.00
TX	32101	10.00	10744.39	41556.00
TX	32101	10.00	10744.39	41556.00
TX	32101	6.00	52698.81	84823.00
TX	32101	5.00	5806.40	34322.00
TX	32101	4.00	3085.87	28921.00
TX	32101	7.00	22279.86	55023.00
TX	32101	3.00	1532.03	36461.00
TX	32101	19.00	16845.50	49833.00
TX	32101	19.00	16845.50	49833.00
TX	32101	19.00	16845.50	49833.00
TX	32101	10.00	10744.39	41556.00
TX	32101	15.00	9744.73	37576.00
TX	32101	15.00	9744.73	37576.00
TX	32101	10.00	8514.75	36742.00
TX	32101	35.00	31596.24	37456.00
TX	32101	5.00	8166.85	47593.00
TX	32101	5.00	8166.85	47593.00
TX	32101	5.00	8166.85	47593.00
TX	32101	6.00	9951.03	77999.00
TX	32101	6.00	9951.03	77999.00
TX	32101	6.00	9951.03	77999.00
TX	32101	71.00	5283.10	62917.00
TX	32101	71.00	5283.10	62917.00
TX	32101	3.00	1113.35	21629.00
TX	32101	3.00	1113.35	21629.00
TX	32101	3.00	1113.35	21629.00
TX	32101	3.00	1113.35	21629.00
TX	32101	5.00	12997.69	41276.00
TX	32101	5.00	12997.69	41276.00
TX	32101	5.00	12997.69	41276.00
TX	32101	15.00	4050.06	31666.00
TX	32101	5.00	12997.69	41276.00
TX	32101	4.00	8445.55	30016.00
TX	32101	4.00	8445.55	30016.00
TX	32101	4.00	8445.55	30016.00
TX	32101	4.00	8445.55	30016.00
TX	32101	4.00	8445.55	30016.00
TX	32101	4.00	8445.55	30016.00
TX	32101	7.00	22279.86	55023.00
TX	32101	7.00	22279.86	55023.00
TX	32101	7.00	22279.86	55023.00
TX	32101	4.00	8445.55	30016.00
TX	32101	4.00	8445.55	30016.00
TX	32101	10.00	36021.64	88998.00
TX	32101	10.00	36021.64	88998.00
TX	32101	8.00	22900.43	76203.00
TX	32101	8.00	22900.43	76203.00
TX	32101	8.00	22900.43	76203.00
TX	32101	35.00	31596.24	37456.00
TX	32101	47.00	8282.30	36080.00
TX	32101	3.00	4410.33	34803.00
TX	32101	3.00	5756.50	26888.00
TX	32101	5.00	5806.40	34322.00
TX	32101	5.00	3071.41	23207.00
TX	32101	5.00	3071.41	23207.00
TX	32101	3.00	4410.33	34803.00
TX	32101	3.00	4410.33	34803.00
TX	32101	3.00	4410.33	34803.00
TX	32101	3.00	4410.33	34803.00
TX	32101	47.00	8282.30	36080.00
TX	32101	47.00	8282.30	36080.00
TX	32101	5.00	3453.19	53942.00
TX	32101	5.00	3453.19	53942.00
TX	32101	5.00	3453.19	53942.00
IL	32201	8.00	2255.01	3949.00
IL	32201	4.00	3173.54	10920.00
IL	32201	5.00	20168.65	37423.00
PA	32201	3.00	761.59	2529.00
PA	32201	3.00	761.59	2529.00
PA	32201	3.00	761.59	2529.00
PA	32201	5.00	25511.70	33174.00
TX	32201	3.00	2676.90	3240.00
TX	32201	3.00	2797.58	14302.00
TX	32201	3.00	5021.50	23078.00
TX	32201	3.00	2797.58	14302.00
TX	32201	3.00	2797.58	14302.00
TX	32201	3.00	2797.58	14302.00
TX	32201	3.00	2797.58	14302.00
TX	32201	6.00	1828.60	3374.00
TX	32201	4.00	8450.77	8989.00
TX	32201	5.00	2746.76	3259.00
TX	32201	3.00	2797.58	14302.00
TX	32201	9.00	27582.80	27161.00
TX	32201	7.00	6521.59	17978.00
TX	32201	9.00	27582.80	27161.00
TX	32201	6.00	2230.15	3566.00
TX	32201	3.00	2590.93	3475.00
IL	32301	7.00	11440.39	35408.00
IL	32301	3.00	5071.30	42899.00
IL	32301	5.00	21759.52	41886.00
IL	32301	4.00	4085.16	22513.00
IL	32301	14.00	7729.90	16536.00
TX	32301	10.00	8098.64	33250.00
TX	32301	10.00	8098.64	33250.00
TX	32301	3.00	8481.83	34599.00
TX	32301	10.00	8098.64	33250.00
TX	32301	10.00	8098.64	33250.00
TX	32301	10.00	8098.64	33250.00
TX	32301	3.00	19069.56	52474.00
TX	32301	3.00	19069.56	52474.00
TX	32301	8.00	14388.03	88303.00
TX	32301	3.00	3075.59	37869.00
TX	32301	3.00	3075.59	37869.00
TX	32301	3.00	3075.59	37869.00
TX	32301	3.00	10023.37	54999.00
TX	32301	26.00	10066.22	52348.00
TX	32301	26.00	10066.22	52348.00
TX	32301	26.00	10066.22	52348.00
TX	32301	10.00	8098.64	33250.00
TX	32301	13.00	6824.19	40741.00
TX	32301	13.00	6824.19	40741.00
TX	32301	13.00	6824.19	40741.00
TX	32301	4.00	8697.89	40583.00
TX	32301	4.00	8697.89	40583.00
TX	32301	4.00	8697.89	40583.00
TX	32301	4.00	8697.89	40583.00
TX	32301	4.00	8697.89	40583.00
TX	32301	4.00	8697.89	40583.00
TX	32301	7.00	3693.62	34948.00
TX	32301	7.00	3693.62	34948.00
TX	32301	7.00	3693.62	34948.00
TX	32301	3.00	759.10	12379.00
TX	32301	3.00	10023.37	54999.00
TX	32301	3.00	10023.37	54999.00
TX	32301	3.00	10023.37	54999.00
TX	32301	5.00	2566.74	33164.00
TX	32301	4.00	22028.98	50974.00
TX	32301	3.00	5268.34	38395.00
TX	32301	6.00	2275.81	23327.00
TX	32301	3.00	5268.34	38395.00
TX	32301	3.00	5268.34	38395.00
IL	32401	8.00	1012.89	6942.00
IL	32401	4.00	84843.17	58304.00
IL	32401	3.00	2989.69	9582.00
IL	32401	10.00	3209.67	14378.00
IL	32401	3.00	4772.17	35012.00
IL	32401	3.00	4772.17	35012.00
IL	32401	3.00	2930.34	12940.00
IL	32401	3.00	3858.18	12066.00
IL	32401	6.00	9382.46	27294.00
TX	32401	4.00	11773.97	25560.00
TX	32401	4.00	11773.97	25560.00
TX	32401	3.00	4039.86	17823.00
TX	32401	4.00	11773.97	25560.00
TX	32401	4.00	11773.97	25560.00
TX	32401	4.00	11773.97	25560.00
TX	32401	3.00	22082.57	36140.00
TX	32401	3.00	22082.57	36140.00
TX	32401	5.00	425.98	12846.00
TX	32401	7.00	5740.09	22168.00
TX	32401	7.00	5740.09	22168.00
TX	32401	7.00	5740.09	22168.00
TX	32401	4.00	11773.97	25560.00
TX	32401	5.00	4417.37	15216.00
TX	32401	3.00	1524.97	8354.00
TX	32401	3.00	1524.97	8354.00
TX	32401	5.00	425.98	12846.00
TX	32401	5.00	425.98	12846.00
TX	32401	3.00	4039.86	17823.00
TX	32401	12.00	1889.07	13199.00
TX	32401	5.00	4417.37	15216.00
TX	32401	5.00	13052.80	23032.00
TX	32401	4.00	4155.08	13707.00
TX	32401	4.00	4155.08	13707.00
TX	32401	4.00	4155.08	13707.00
TX	32401	4.00	4155.08	13707.00
TX	32401	4.00	4155.08	13707.00
TX	32401	5.00	13052.80	23032.00
TX	32401	5.00	13052.80	23032.00
IL	32501	5.00	3648.59	26353.00
IL	32501	3.00	9006.81	43673.00
IL	32501	3.00	556.20	19299.00
IL	32501	3.00	23231.75	34387.00
IL	32501	3.00	6626.48	21493.00
IL	32501	3.00	6626.48	21493.00
IL	32501	3.00	2907.92	31019.00
IL	32501	4.00	17899.09	52336.00
PA	32501	5.00	1294.32	31844.00
PA	32501	5.00	1294.32	31844.00
PA	32501	5.00	1294.32	31844.00
PA	32501	5.00	1294.32	31844.00
PA	32501	5.00	1294.32	31844.00
PA	32501	5.00	1294.32	31844.00
PA	32501	4.00	1114.76	28250.00
PA	32501	4.00	1114.76	28250.00
PA	32501	4.00	1114.76	28250.00
PA	32501	3.00	221.02	26702.00
